rate_date,currency,rate_to_base
2025-07-09,EUR,49.9951
2025-07-09,UAH,1.0
2025-07-10,USD,45.0
2025-07-10,EUR,49.976
2025-07-10,UAH,1.0
2025-07-11,USD,44.9506
2025-07-11,EUR,50.0
2025-07-11,UAH,1.0
2025-07-12,USD,44.9704
2025-07-12,EUR,50.0
2025-07-12,UAH,1.0
2025-07-13,USD,45.0
2025-07-13,EUR,49.9612
2025-07-13,UAH,1.0
2025-07-14,USD,45.0
2025-07-14,EUR,49.9316
2025-07-14,UAH,1.0
2025-07-15,USD,45.0
2025-07-15,EUR,50.0
2025-07-15,UAH,1.0
2025-07-16,USD,45.0
2025-07-16,EUR,49.9458
2025-07-16,UAH,1.0
2025-07-17,USD,45.0
2025-07-17,EUR,49.9852
2025-07-17,UAH,1.0
2025-07-18,USD,44.9793
2025-07-18,EUR,49.9343
2025-07-18,UAH,1.0
2025-07-19,USD,44.9332
2025-07-19,EUR,49.8652
2025-07-19,UAH,1.0
2025-07-20,USD,45.0
2025-07-20,EUR,49.9549
2025-07-20,UAH,1.0
2025-07-21,USD,45.0
2025-07-21,EUR,50.0
2025-07-21,UAH,1.0
2025-07-22,USD,44.9939
2025-07-22,EUR,50.0
2025-07-22,UAH,1.0
2025-07-23,USD,44.9588
2025-07-23,EUR,49.9745
2025-07-23,UAH,1.0
2025-07-24,USD,44.9593
2025-07-24,EUR,49.9085
2025-07-24,UAH,1.0
2025-07-25,USD,45.0
2025-07-25,EUR,49.8771
2025-07-25,UAH,1.0
2025-07-26,USD,44.9685
2025-07-26,EUR,49.9076
2025-07-26,UAH,1.0
2025-07-27,USD,44.9594
2025-07-27,EUR,49.8853
2025-07-27,UAH,1.0
2025-07-28,USD,44.989
2025-07-28,EUR,49.8291
2025-07-28,UAH,1.0
2025-07-29,USD,45.0
2025-07-29,EUR,49.8232
2025-07-29,UAH,1.0
2025-07-30,USD,45.0
2025-07-30,EUR,49.9084
2025-07-30,UAH,1.0
2025-07-31,USD,44.9873
2025-07-31,EUR,49.8683
2025-07-31,UAH,1.0
2025-08-01,USD,45.0
2025-08-01,EUR,49.9584
2025-08-01,UAH,1.0
2025-08-02,USD,44.9781
2025-08-02,EUR,49.9193
2025-08-02,UAH,1.0
2025-08-03,USD,44.9979
2025-08-03,EUR,49.995
2025-08-03,UAH,1.0
2025-08-04,USD,44.998
2025-08-04,EUR,49.9894
2025-08-04,UAH,1.0
2025-08-05,USD,45.0
2025-08-05,EUR,50.0
2025-08-05,UAH,1.0
2025-08-06,USD,44.9533
2025-08-06,EUR,50.0
2025-08-06,UAH,1.0
2025-08-07,USD,44.9632
2025-08-07,EUR,49.9323
2025-08-07,UAH,1.0
2025-08-08,USD,44.9975
2025-08-08,EUR,49.8773
2025-08-08,UAH,1.0
2025-08-09,USD,45.0
2025-08-09,EUR,49.8844
2025-08-09,UAH,1.0
2025-08-10,USD,44.949
2025-08-10,EUR,49.9149
2025-08-10,UAH,1.0
2025-08-11,USD,44.9333
2025-08-11,EUR,49.9264
2025-08-11,UAH,1.0
2025-08-12,USD,44.9007
2025-08-12,EUR,49.9516
2025-08-12,UAH,1.0
2025-08-13,USD,44.9297
2025-08-13,EUR,50.0
2025-08-13,UAH,1.0
2025-08-14,USD,44.9135
2025-08-14,EUR,50.0
2025-08-14,UAH,1.0
2025-08-15,USD,44.979
2025-08-15,EUR,49.9947
2025-08-15,UAH,1.0
2025-08-16,USD,44.9377
2025-08-16,EUR,50.0
2025-08-16,UAH,1.0
2025-08-17,USD,44.957
2025-08-17,EUR,50.0
2025-08-17,UAH,1.0
2025-08-18,USD,45.0
2025-08-18,EUR,50.0
2025-08-18,UAH,1.0
2025-08-19,USD,45.0
2025-08-19,EUR,50.0
2025-08-19,UAH,1.0
2025-08-20,USD,45.0
2025-08-20,EUR,50.0
2025-08-20,UAH,1.0
2025-08-21,USD,45.0
2025-08-21,EUR,50.0
2025-08-21,UAH,1.0
2025-08-22,USD,45.0
2025-08-22,EUR,49.9319
2025-08-22,UAH,1.0
2025-08-23,USD,45.0
2025-08-23,EUR,49.9888
2025-08-23,UAH,1.0
2025-08-24,USD,44.991
2025-08-24,EUR,50.0
2025-08-24,UAH,1.0
2025-08-25,USD,44.9965
2025-08-25,EUR,50.0
2025-08-25,UAH,1.0
2025-08-26,USD,44.9804
2025-08-26,EUR,50.0
2025-08-26,UAH,1.0
2025-08-27,USD,45.0
2025-08-27,EUR,49.9419
2025-08-27,UAH,1.0
2025-08-28,USD,45.0
2025-08-28,EUR,49.8748
2025-08-28,UAH,1.0
2025-08-29,USD,45.0
2025-08-29,EUR,49.8533
2025-08-29,UAH,1.0
2025-08-30,USD,45.0
2025-08-30,EUR,49.9173
2025-08-30,UAH,1.0
2025-08-31,USD,45.0
2025-08-31,EUR,50.0
2025-08-31,UAH,1.0
2025-09-01,USD,45.0
2025-09-01,EUR,49.9371
2025-09-01,UAH,1.0
2025-09-02,USD,45.0
2025-09-02,EUR,49.9335
2025-09-02,UAH,1.0
2025-09-03,USD,45.0
2025-09-03,EUR,49.9547
2025-09-03,UAH,1.0
2025-09-04,USD,44.9719
2025-09-04,EUR,50.0
2025-09-04,UAH,1.0
2025-09-05,USD,45.0
2025-09-05,EUR,50.0
2025-09-05,UAH,1.0
2025-09-06,USD,44.9989
2025-09-06,EUR,49.9625
2025-09-06,UAH,1.0
2025-09-07,USD,44.9634
2025-09-07,EUR,50.0
2025-09-07,UAH,1.0
2025-09-08,USD,44.9859
2025-09-08,EUR,49.9318
2025-09-08,UAH,1.0
2025-09-09,USD,45.0
2025-09-09,EUR,49.9654
2025-09-09,UAH,1.0
2025-09-10,USD,45.0
2025-09-10,EUR,49.9529
2025-09-10,UAH,1.0
2025-09-11,USD,45.0
2025-09-11,EUR,49.9202
2025-09-11,UAH,1.0
2025-09-12,USD,45.0
2025-09-12,EUR,49.8911
2025-09-12,UAH,1.0
2025-09-13,USD,44.9851
2025-09-13,EUR,49.9254
2025-09-13,UAH,1.0
2025-09-14,USD,44.9293
2025-09-14,EUR,49.969
2025-09-14,UAH,1.0
2025-09-15,USD,44.8873
2025-09-15,EUR,49.9991
2025-09-15,UAH,1.0
2025-09-16,USD,44.8578
2025-09-16,EUR,50.0
2025-09-16,UAH,1.0
2025-09-17,USD,44.8209
2025-09-17,EUR,49.9966
2025-09-17,UAH,1.0
2025-09-18,USD,44.7768
2025-09-18,EUR,49.9816
2025-09-18,UAH,1.0
2025-09-19,USD,44.7985
2025-09-19,EUR,49.9533
2025-09-19,UAH,1.0
2025-09-20,USD,44.8258
2025-09-20,EUR,49.9161
2025-09-20,UAH,1.0
2025-09-21,USD,44.8361
2025-09-21,EUR,49.8551
2025-09-21,UAH,1.0
2025-09-22,USD,44.8132
2025-09-22,EUR,49.918
2025-09-22,UAH,1.0
2025-09-23,USD,44.7841
2025-09-23,EUR,49.8544
2025-09-23,UAH,1.0
2025-09-24,USD,44.7908
2025-09-24,EUR,49.9259
2025-09-24,UAH,1.0
2025-09-25,USD,44.8573
2025-09-25,EUR,49.9677
2025-09-25,UAH,1.0
2025-09-26,USD,44.8677
2025-09-26,EUR,50.0
2025-09-26,UAH,1.0
2025-09-27,USD,44.8603
2025-09-27,EUR,50.0
2025-09-27,UAH,1.0
2025-09-28,USD,44.8617
2025-09-28,EUR,49.981
2025-09-28,UAH,1.0
2025-09-29,USD,44.8734
2025-09-29,EUR,50.0
2025-09-29,UAH,1.0
2025-09-30,USD,44.9615
2025-09-30,EUR,49.9632
2025-09-30,UAH,1.0
2025-10-01,USD,44.9027
2025-10-01,EUR,49.9781
2025-10-01,UAH,1.0
2025-10-02,USD,44.8963
2025-10-02,EUR,49.9308
2025-10-02,UAH,1.0
2025-10-03,USD,44.8547
2025-10-03,EUR,49.9707
2025-10-03,UAH,1.0
2025-10-04,USD,44.9306
2025-10-04,EUR,50.0
2025-10-04,UAH,1.0
2025-10-05,USD,44.8887
2025-10-05,EUR,50.0
2025-10-05,UAH,1.0
2025-10-06,USD,44.9384
2025-10-06,EUR,50.0
2025-10-06,UAH,1.0
2025-10-07,USD,44.9641
2025-10-07,EUR,50.0
2025-10-07,UAH,1.0
2025-10-08,USD,44.9975
2025-10-08,EUR,50.0
2025-10-08,UAH,1.0
2025-10-09,USD,44.9569
2025-10-09,EUR,50.0
2025-10-09,UAH,1.0
2025-10-10,USD,44.9825
2025-10-10,EUR,50.0
2025-10-10,UAH,1.0
2025-10-11,USD,44.9532
2025-10-11,EUR,50.0
2025-10-11,UAH,1.0
2025-10-12,USD,44.933
2025-10-12,EUR,50.0
2025-10-12,UAH,1.0
2025-10-13,USD,44.9563
2025-10-13,EUR,50.0
2025-10-13,UAH,1.0
2025-10-14,USD,44.9271
2025-10-14,EUR,49.965
2025-10-14,UAH,1.0
2025-10-15,USD,45.0
2025-10-15,EUR,50.0
2025-10-15,UAH,1.0
2025-10-16,USD,45.0
2025-10-16,EUR,49.9473
2025-10-16,UAH,1.0
2025-10-17,USD,45.0
2025-10-17,EUR,49.9999
2025-10-17,UAH,1.0
2025-10-18,USD,45.0
2025-10-18,EUR,50.0
2025-10-18,UAH,1.0
2025-10-19,USD,45.0
2025-10-19,EUR,50.0
2025-10-19,UAH,1.0
2025-10-20,USD,44.9506
2025-10-20,EUR,50.0
2025-10-20,UAH,1.0
2025-10-21,USD,44.9534
2025-10-21,EUR,50.0
2025-10-21,UAH,1.0
2025-10-22,USD,44.9771
2025-10-22,EUR,49.9486
2025-10-22,UAH,1.0
2025-10-23,USD,45.0
2025-10-23,EUR,50.0
2025-10-23,UAH,1.0
2025-10-24,USD,44.9596
2025-10-24,EUR,50.0
2025-10-24,UAH,1.0
2025-10-25,USD,44.9312
2025-10-25,EUR,50.0
2025-10-25,UAH,1.0
2025-10-26,USD,44.9292
2025-10-26,EUR,50.0
2025-10-26,UAH,1.0
2025-10-27,USD,45.0
2025-10-27,EUR,49.9942
2025-10-27,UAH,1.0
2025-10-28,USD,44.9736
2025-10-28,EUR,49.9886
2025-10-28,UAH,1.0
2025-10-29,USD,44.9834
2025-10-29,EUR,50.0
2025-10-29,UAH,1.0
2025-10-30,USD,44.9408
2025-10-30,EUR,49.9981
2025-10-30,UAH,1.0
2025-10-31,USD,45.0
2025-10-31,EUR,49.981
2025-10-31,UAH,1.0
2025-11-01,USD,45.0
2025-11-01,EUR,49.97
2025-11-01,UAH,1.0
2025-11-02,USD,45.0
2025-11-02,EUR,50.0
2025-11-02,UAH,1.0
2025-11-03,USD,45.0
2025-11-03,EUR,50.0
2025-11-03,UAH,1.0
2025-11-04,USD,45.0
2025-11-04,EUR,50.0
2025-11-04,UAH,1.0
2025-11-05,USD,45.0
2025-11-05,EUR,49.9597
2025-11-05,UAH,1.0
2025-11-06,USD,45.0
2025-11-06,EUR,50.0
2025-11-06,UAH,1.0
2025-11-07,USD,44.9814
2025-11-07,EUR,49.9801
2025-11-07,UAH,1.0
2025-11-08,USD,44.9746
2025-11-08,EUR,50.0
2025-11-08,UAH,1.0
2025-11-09,USD,44.9968
2025-11-09,EUR,50.0
2025-11-09,UAH,1.0
2025-11-10,USD,45.0
2025-11-10,EUR,50.0
2025-11-10,UAH,1.0
2025-11-11,USD,45.0
2025-11-11,EUR,49.9892
2025-11-11,UAH,1.0
2025-11-12,USD,45.0
2025-11-12,EUR,50.0
2025-11-12,UAH,1.0
2025-11-13,USD,45.0
2025-11-13,EUR,50.0
2025-11-13,UAH,1.0
2025-11-14,USD,45.0
2025-11-14,EUR,50.0
2025-11-14,UAH,1.0
2025-11-15,USD,44.95
2025-11-15,EUR,49.9481
2025-11-15,UAH,1.0
2025-11-16,USD,44.9646
2025-11-16,EUR,49.9708
2025-11-16,UAH,1.0
2025-11-17,USD,44.9217
2025-11-17,EUR,50.0
2025-11-17,UAH,1.0
2025-11-18,USD,44.9131
2025-11-18,EUR,49.9439
2025-11-18,UAH,1.0
2025-11-19,USD,44.9644
2025-11-19,EUR,50.0
2025-11-19,UAH,1.0
2025-11-20,USD,45.0
2025-11-20,EUR,50.0
2025-11-20,UAH,1.0
2025-11-21,USD,45.0
2025-11-21,EUR,49.9641
2025-11-21,UAH,1.0
2025-11-22,USD,45.0
2025-11-22,EUR,49.9453
2025-11-22,UAH,1.0
2025-11-23,USD,45.0
2025-11-23,EUR,49.9196
2025-11-23,UAH,1.0
2025-11-24,USD,44.9888
2025-11-24,EUR,49.8517
2025-11-24,UAH,1.0
2025-11-25,USD,45.0
2025-11-25,EUR,49.8179
2025-11-25,UAH,1.0
2025-11-26,USD,45.0
2025-11-26,EUR,49.8983
2025-11-26,UAH,1.0
2025-11-27,USD,44.945
2025-11-27,EUR,49.9656
2025-11-27,UAH,1.0
2025-11-28,USD,45.0
2025-11-28,EUR,49.9844
2025-11-28,UAH,1.0
2025-11-29,USD,44.96
2025-11-29,EUR,50.0
2025-11-29,UAH,1.0
2025-11-30,USD,44.9421
2025-11-30,EUR,50.0
2025-11-30,UAH,1.0
2025-12-01,USD,44.965
2025-12-01,EUR,49.9618
2025-12-01,UAH,1.0
2025-12-02,USD,45.0
2025-12-02,EUR,50.0
2025-12-02,UAH,1.0
2025-12-03,USD,45.0
2025-12-03,EUR,49.9797
2025-12-03,UAH,1.0
2025-12-04,USD,44.9759
2025-12-04,EUR,49.9577
2025-12-04,UAH,1.0
2025-12-05,USD,44.9264
2025-12-05,EUR,50.0
2025-12-05,UAH,1.0
2025-12-06,USD,44.9896
2025-12-06,EUR,50.0
2025-12-06,UAH,1.0
2025-12-07,USD,44.9746
2025-12-07,EUR,49.9909
2025-12-07,UAH,1.0
2025-12-08,USD,44.9467
2025-12-08,EUR,49.9583
2025-12-08,UAH,1.0
2025-12-09,USD,45.0
2025-12-09,EUR,49.9738
2025-12-09,UAH,1.0
2025-12-10,USD,44.9671
2025-12-10,EUR,49.9374
2025-12-10,UAH,1.0
2025-12-11,USD,44.9515
2025-12-11,EUR,49.909
2025-12-11,UAH,1.0
2025-12-12,USD,45.0
2025-12-12,EUR,49.9101
2025-12-12,UAH,1.0
2025-12-13,USD,45.0
2025-12-13,EUR,49.8903
2025-12-13,UAH,1.0
2025-12-14,USD,44.9922
2025-12-14,EUR,49.9751
2025-12-14,UAH,1.0
2025-12-15,USD,44.9518
2025-12-15,EUR,49.9489
2025-12-15,UAH,1.0
2025-12-16,USD,45.0
2025-12-16,EUR,50.0
2025-12-16,UAH,1.0
2025-12-17,USD,44.9872
2025-12-17,EUR,50.0
2025-12-17,UAH,1.0
2025-12-18,USD,45.0
2025-12-18,EUR,49.93
2025-12-18,UAH,1.0
2025-12-19,USD,45.0
2025-12-19,EUR,49.9522
2025-12-19,UAH,1.0
2025-12-20,USD,45.0
2025-12-20,EUR,50.0
2025-12-20,UAH,1.0
2025-12-21,USD,44.9837
2025-12-21,EUR,50.0
2025-12-21,UAH,1.0
2025-12-22,USD,44.9276
2025-12-22,EUR,50.0
2025-12-22,UAH,1.0
2025-12-23,USD,45.0
2025-12-23,EUR,50.0
2025-12-23,UAH,1.0
2025-12-24,USD,44.9541
2025-12-24,EUR,50.0
2025-12-24,UAH,1.0
2025-12-25,USD,45.0
2025-12-25,EUR,49.9305
2025-12-25,UAH,1.0
2025-12-26,USD,45.0
2025-12-26,EUR,49.9649
2025-12-26,UAH,1.0
2025-12-27,USD,45.0
2025-12-27,EUR,49.9794
2025-12-27,UAH,1.0
2025-12-28,USD,45.0
2025-12-28,EUR,50.0
2025-12-28,UAH,1.0
2025-12-29,USD,45.0
2025-12-29,EUR,49.9918
2025-12-29,UAH,1.0
2025-12-30,USD,44.9768
2025-12-30,EUR,49.9453
2025-12-30,UAH,1.0
2025-12-31,USD,45.0
2025-12-31,EUR,49.9635
2025-12-31,UAH,1.0
2026-01-01,USD,45.0
2026-01-01,EUR,49.9319
2026-01-01,UAH,1.0
2026-01-02,USD,45.0
2026-01-02,EUR,49.8623
2026-01-02,UAH,1.0
2026-01-03,USD,45.0
2026-01-03,EUR,49.9466
2026-01-03,UAH,1.0
2026-01-04,USD,45.0
2026-01-04,EUR,49.9321
2026-01-04,UAH,1.0
2026-01-05,USD,44.999
2026-01-05,EUR,49.8992
2026-01-05,UAH,1.0
2026-01-06,USD,45.0
2026-01-06,EUR,49.9337
2026-01-06,UAH,1.0
2026-01-07,USD,45.0
2026-01-07,EUR,50.0
2026-01-07,UAH,1.0
2026-01-08,USD,44.9794
2026-01-08,EUR,49.982
2026-01-08,UAH,1.0
2026-01-09,USD,44.92
2026-01-09,EUR,49.9469
2026-01-09,UAH,1.0
2026-01-10,USD,44.8712
2026-01-10,EUR,49.9635
2026-01-10,UAH,1.0
2026-01-11,USD,44.9232
2026-01-11,EUR,50.0
2026-01-11,UAH,1.0
2026-01-12,USD,44.9575
2026-01-12,EUR,50.0
2026-01-12,UAH,1.0
2026-01-13,USD,45.0
2026-01-13,EUR,50.0
2026-01-13,UAH,1.0
2026-01-14,USD,44.9802
2026-01-14,EUR,49.951
2026-01-14,UAH,1.0
2026-01-15,USD,44.9448
2026-01-15,EUR,49.9951
2026-01-15,UAH,1.0
2026-01-16,USD,45.0
2026-01-16,EUR,50.0
2026-01-16,UAH,1.0
2026-01-17,USD,45.0
2026-01-17,EUR,50.0
2026-01-17,UAH,1.0
2026-01-18,USD,44.9521
2026-01-18,EUR,50.0
2026-01-18,UAH,1.0
2026-01-19,USD,44.9666
2026-01-19,EUR,50.0
2026-01-19,UAH,1.0
2026-01-20,USD,44.9997
2026-01-20,EUR,49.9666
2026-01-20,UAH,1.0
2026-01-21,USD,45.0
2026-01-21,EUR,49.912
2026-01-21,UAH,1.0
2026-01-22,USD,45.0
2026-01-22,EUR,49.8831
2026-01-22,UAH,1.0
2026-01-23,USD,45.0
2026-01-23,EUR,49.8234
2026-01-23,UAH,1.0
2026-01-24,USD,44.9797
2026-01-24,EUR,49.812
2026-01-24,UAH,1.0
2026-01-25,USD,44.9522
2026-01-25,EUR,49.8869
2026-01-25,UAH,1.0
2026-01-26,USD,45.0
2026-01-26,EUR,49.9601
2026-01-26,UAH,1.0
2026-01-27,USD,45.0
2026-01-27,EUR,49.9301
2026-01-27,UAH,1.0
2026-01-28,USD,44.9884
2026-01-28,EUR,49.8624
2026-01-28,UAH,1.0
2026-01-29,USD,45.0
2026-01-29,EUR,49.9433
2026-01-29,UAH,1.0
2026-01-30,USD,44.9628
2026-01-30,EUR,49.9351
2026-01-30,UAH,1.0
2026-01-31,USD,44.9501
2026-01-31,EUR,50.0
2026-01-31,UAH,1.0
2026-02-01,USD,44.9962
2026-02-01,EUR,50.0
2026-02-01,UAH,1.0
2026-02-02,USD,45.0
2026-02-02,EUR,50.0
2026-02-02,UAH,1.0
2026-02-03,USD,44.9875
2026-02-03,EUR,49.9991
2026-02-03,UAH,1.0
2026-02-04,USD,44.9914
2026-02-04,EUR,50.0
2026-02-04,UAH,1.0
2026-02-05,USD,45.0
2026-02-05,EUR,50.0
2026-02-05,UAH,1.0
2026-02-06,USD,44.9611
2026-02-06,EUR,50.0
2026-02-06,UAH,1.0
2026-02-07,USD,44.9149
2026-02-07,EUR,49.9648
2026-02-07,UAH,1.0
2026-02-08,USD,44.8656
2026-02-08,EUR,49.9069
2026-02-08,UAH,1.0
2026-02-09,USD,44.9435
2026-02-09,EUR,49.941
2026-02-09,UAH,1.0
2026-02-10,USD,44.921
2026-02-10,EUR,49.9071
2026-02-10,UAH,1.0
2026-02-11,USD,44.8669
2026-02-11,EUR,49.974
2026-02-11,UAH,1.0
2026-02-12,USD,44.9521
2026-02-12,EUR,50.0
2026-02-12,UAH,1.0
2026-02-13,USD,45.0
2026-02-13,EUR,49.9745
2026-02-13,UAH,1.0
2026-02-14,USD,45.0
2026-02-14,EUR,49.9428
2026-02-14,UAH,1.0
2026-02-15,USD,45.0
2026-02-15,EUR,49.9192
2026-02-15,UAH,1.0
2026-02-16,USD,44.9457
2026-02-16,EUR,49.8747
2026-02-16,UAH,1.0
2026-02-17,USD,44.9498
2026-02-17,EUR,49.9416
2026-02-17,UAH,1.0
2026-02-18,USD,44.9723
2026-02-18,EUR,49.9644
2026-02-18,UAH,1.0
2026-02-19,USD,45.0
2026-02-19,EUR,50.0
2026-02-19,UAH,1.0
2026-02-20,USD,44.9468
2026-02-20,EUR,50.0
2026-02-20,UAH,1.0
2026-02-21,USD,45.0
2026-02-21,EUR,50.0
2026-02-21,UAH,1.0
2026-02-22,USD,45.0
2026-02-22,EUR,49.9964
2026-02-22,UAH,1.0
2026-02-23,USD,44.9968
2026-02-23,EUR,49.9548
2026-02-23,UAH,1.0
2026-02-24,USD,45.0
2026-02-24,EUR,49.9424
2026-02-24,UAH,1.0
2026-02-25,USD,45.0
2026-02-25,EUR,49.9132
2026-02-25,UAH,1.0
2026-02-26,USD,45.0
2026-02-26,EUR,49.8643
2026-02-26,UAH,1.0
2026-02-27,USD,45.0
2026-02-27,EUR,49.8997
2026-02-27,UAH,1.0
2026-02-28,USD,44.9968
2026-02-28,EUR,49.8892
2026-02-28,UAH,1.0
2026-03-01,USD,44.9385
2026-03-01,EUR,49.8238
2026-03-01,UAH,1.0
2026-03-02,USD,44.9024
2026-03-02,EUR,49.7926
2026-03-02,UAH,1.0
2026-03-03,USD,44.8681
2026-03-03,EUR,49.8848
2026-03-03,UAH,1.0
2026-03-04,USD,44.8286
2026-03-04,EUR,49.8223
2026-03-04,UAH,1.0
2026-03-05,USD,44.8231
2026-03-05,EUR,49.8676
2026-03-05,UAH,1.0
2026-03-06,USD,44.7892
2026-03-06,EUR,49.932
2026-03-06,UAH,1.0
2026-03-07,USD,44.8315
2026-03-07,EUR,49.8841
2026-03-07,UAH,1.0
2026-03-08,USD,44.8789
2026-03-08,EUR,49.9817
2026-03-08,UAH,1.0
2026-03-09,USD,44.967
2026-03-09,EUR,49.9574
2026-03-09,UAH,1.0
2026-03-10,USD,44.9344
2026-03-10,EUR,49.8918
2026-03-10,UAH,1.0
2026-03-11,USD,45.0
2026-03-11,EUR,49.9465
2026-03-11,UAH,1.0
2026-03-12,USD,44.9594
2026-03-12,EUR,50.0
2026-03-12,UAH,1.0
2026-03-13,USD,44.9702
2026-03-13,EUR,50.0
2026-03-13,UAH,1.0
2026-03-14,USD,45.0
2026-03-14,EUR,49.9693
2026-03-14,UAH,1.0
2026-03-15,USD,44.9998
2026-03-15,EUR,49.9459
2026-03-15,UAH,1.0
2026-03-16,USD,45.0
2026-03-16,EUR,49.8921
2026-03-16,UAH,1.0
2026-03-17,USD,44.9799
2026-03-17,EUR,49.9371
2026-03-17,UAH,1.0
2026-03-18,USD,45.0
2026-03-18,EUR,49.9701
2026-03-18,UAH,1.0
2026-03-19,USD,45.0
2026-03-19,EUR,50.0
2026-03-19,UAH,1.0
2026-03-20,USD,45.0
2026-03-20,EUR,50.0
2026-03-20,UAH,1.0
2026-03-21,USD,45.0
2026-03-21,EUR,50.0
2026-03-21,UAH,1.0
2026-03-22,USD,44.9692
2026-03-22,EUR,50.0
2026-03-22,UAH,1.0
2026-03-23,USD,45.0
2026-03-23,EUR,50.0
2026-03-23,UAH,1.0
2026-03-24,USD,44.9505
2026-03-24,EUR,50.0
2026-03-24,UAH,1.0
2026-03-25,USD,44.9789
2026-03-25,EUR,50.0
2026-03-25,UAH,1.0
2026-03-26,USD,45.0
2026-03-26,EUR,50.0
2026-03-26,UAH,1.0
2026-03-27,USD,44.9901
2026-03-27,EUR,50.0
2026-03-27,UAH,1.0
2026-03-28,USD,45.0
2026-03-28,EUR,50.0
2026-03-28,UAH,1.0
2026-03-29,USD,45.0
2026-03-29,EUR,50.0
2026-03-29,UAH,1.0
2026-03-30,USD,45.0
2026-03-30,EUR,50.0
2026-03-30,UAH,1.0
2026-03-31,USD,45.0
2026-03-31,EUR,50.0
2026-03-31,UAH,1.0
2026-04-01,USD,45.0
2026-04-01,EUR,50.0
2026-04-01,UAH,1.0
2026-04-02,USD,45.0
2026-04-02,EUR,49.9548
2026-04-02,UAH,1.0
2026-04-03,USD,45.0
2026-04-03,EUR,49.9459
2026-04-03,UAH,1.0
2026-04-04,USD,45.0
2026-04-04,EUR,49.9888
2026-04-04,UAH,1.0
2026-04-05,USD,45.0
2026-04-05,EUR,50.0
2026-04-05,UAH,1.0
2026-04-06,USD,45.0
2026-04-06,EUR,50.0
2026-04-06,UAH,1.0
2026-04-07,USD,45.0
2026-04-07,EUR,49.9882
2026-04-07,UAH,1.0
2026-04-08,USD,45.0
2026-04-08,EUR,50.0
2026-04-08,UAH,1.0
2026-04-09,USD,44.9548
2026-04-09,EUR,50.0
2026-04-09,UAH,1.0
2026-04-10,USD,44.9139
2026-04-10,EUR,50.0
2026-04-10,UAH,1.0
2026-04-11,USD,44.8727
2026-04-11,EUR,50.0
2026-04-11,UAH,1.0
2026-04-12,USD,44.8314
2026-04-12,EUR,50.0
2026-04-12,UAH,1.0
2026-04-13,USD,44.8126
2026-04-13,EUR,50.0
2026-04-13,UAH,1.0
2026-04-14,USD,44.8899
2026-04-14,EUR,50.0
2026-04-14,UAH,1.0
2026-04-15,USD,44.9362
2026-04-15,EUR,50.0
2026-04-15,UAH,1.0
2026-04-16,USD,44.943
2026-04-16,EUR,49.9346
2026-04-16,UAH,1.0
2026-04-17,USD,44.9163
2026-04-17,EUR,50.0
2026-04-17,UAH,1.0
2026-04-18,USD,44.9259
2026-04-18,EUR,50.0
2026-04-18,UAH,1.0
2026-04-19,USD,44.9978
2026-04-19,EUR,50.0
2026-04-19,UAH,1.0
2026-04-20,USD,45.0
2026-04-20,EUR,49.9724
2026-04-20,UAH,1.0
2026-04-21,USD,44.9923
2026-04-21,EUR,49.9168
2026-04-21,UAH,1.0
2026-04-22,USD,45.0
2026-04-22,EUR,49.8672
2026-04-22,UAH,1.0
2026-04-23,USD,44.9863
2026-04-23,EUR,49.8376
2026-04-23,UAH,1.0
2026-04-24,USD,45.0
2026-04-24,EUR,49.9194
2026-04-24,UAH,1.0
2026-04-25,USD,45.0
2026-04-25,EUR,49.9718
2026-04-25,UAH,1.0
2026-04-26,USD,45.0
2026-04-26,EUR,49.9019
2026-04-26,UAH,1.0
2026-04-27,USD,44.9955
2026-04-27,EUR,49.8605
2026-04-27,UAH,1.0
2026-04-28,USD,45.0
2026-04-28,EUR,49.8479
2026-04-28,UAH,1.0
2026-04-29,USD,44.9468
2026-04-29,EUR,49.888
2026-04-29,UAH,1.0
2026-04-30,USD,44.9425
2026-04-30,EUR,49.9113
2026-04-30,UAH,1.0
2026-05-01,USD,45.0
2026-05-01,EUR,50.0
2026-05-01,UAH,1.0
2026-05-02,USD,44.9985
2026-05-02,EUR,49.9445
2026-05-02,UAH,1.0
2026-05-03,USD,44.9598
2026-05-03,EUR,49.9696
2026-05-03,UAH,1.0
2026-05-04,USD,44.9638
2026-05-04,EUR,49.917
2026-05-04,UAH,1.0
2026-05-05,USD,44.9361
2026-05-05,EUR,50.0
2026-05-05,UAH,1.0
2026-05-06,USD,44.9188
2026-05-06,EUR,49.9362
2026-05-06,UAH,1.0
2026-05-07,USD,45.0
2026-05-07,EUR,49.9991
2026-05-07,UAH,1.0
2026-05-08,USD,45.0
2026-05-08,EUR,50.0
2026-05-08,UAH,1.0
2026-05-09,USD,45.0
2026-05-09,EUR,49.9771
2026-05-09,UAH,1.0
2026-05-10,USD,44.9737
2026-05-10,EUR,50.0
2026-05-10,UAH,1.0
2026-05-11,USD,44.945
2026-05-11,EUR,50.0
2026-05-11,UAH,1.0
2026-05-12,USD,44.9435
2026-05-12,EUR,50.0
2026-05-12,UAH,1.0
2026-05-13,USD,44.9691
2026-05-13,EUR,50.0
2026-05-13,UAH,1.0
2026-05-14,USD,44.9818
2026-05-14,EUR,49.9386
2026-05-14,UAH,1.0
2026-05-15,USD,44.9965
2026-05-15,EUR,49.8894
